name,wf,cent,top5,binder,kd
mythos_preview_single_target_trem2_rank08,mythos_preview_single,0.601452808988764,0.8937799999999999,True,0.5553031380000001
mythos_preview_single_target_trem2_rank09,mythos_preview_single,0.6036842696629214,0.89458,True,0.1884172794
mythos_preview_single_target_trem2_rank10,mythos_preview_single,0.6593134831460674,0.90532,True,149.0
mythos_preview_single_target_trem2_rank11,mythos_preview_single,0.6303752808988764,0.90242,True,1.06
mythos_preview_single_target_trem2_rank12,mythos_preview_single,0.6198022471910112,0.87348,True,0.18962334190000002
mythos_preview_single_target_trem2_rank13,mythos_preview_single,0.625829213483146,0.87736,True,127.6717178016
mythos_preview_single_target_trem2_rank14,mythos_preview_single,0.6194943820224719,0.8756600000000001,True,0.1843415001
mythos_preview_single_target_trem2_rank15,mythos_preview_single,0.6193629213483145,0.8068799999999999,True,0.11782085410000001
mythos_preview_single_target_trem2_rank16,mythos_preview_single,0.6363483146067416,0.90572,True,7.8905288194
mythos_preview_single_target_trem2_rank17,mythos_preview_single,0.5902741573033708,0.8722,True,8.1001433293
mythos_preview_single_target_trem2_rank18,mythos_preview_single,0.6702786516853932,0.9249599999999999,True,337.5133438628
mythos_preview_single_target_trem2_rank19,mythos_preview_single,0.5842955056179776,0.80418,True,0.0665324999
mythos_preview_single_target_trem2_rank20,mythos_preview_single,0.5837348314606742,0.8001400000000001,True,0.3624693603
mythos_preview_single_target_trem2_rank21,mythos_preview_single,0.6218292134831461,0.7712600000000001,True,6.4142307638
mythos_preview_single_target_trem2_rank22,mythos_preview_single,0.5703269662921349,0.7413000000000001,True,0.7357346211
mythos_preview_single_target_trem2_rank23,mythos_preview_single,0.5912078651685393,0.8224,True,11.1081225085
mythos_preview_single_target_trem2_rank24,mythos_preview_single,0.6112280898876404,0.82162,True,5.1077716073
mythos_preview_single_target_trem2_rank25,mythos_preview_single,0.5783775280898875,0.8417,True,490.0
mythos_preview_single_target_trem2_rank26,mythos_preview_single,0.6123977528089888,0.85198,False,
mythos_preview_single_target_trem2_rank27,mythos_preview_single,0.5831000000000002,0.8325199999999999,False,
mythos_preview_single_target_trem2_rank28,mythos_preview_single,0.5622685393258428,0.79166,False,
mythos_preview_single_target_trem2_rank29,mythos_preview_single,0.4781112359550562,0.6935800000000001,False,
mythos_preview_single_target_trem2_rank30,mythos_preview_single,0.5930022471910111,0.83538,False,
opus_4_8_multi_target_trem2_rank01,opus_4_8_multi,0.5690404494382022,0.8300199999999999,True,0.0800895677
opus_4_8_multi_target_trem2_rank02,opus_4_8_multi,0.6142426966292135,0.89146,True,0.5819544737
opus_4_8_multi_target_trem2_rank03,opus_4_8_multi,0.565494382022472,0.8270399999999999,True,0.0753492093
opus_4_8_multi_target_trem2_rank04,opus_4_8_multi,0.5857247191011238,0.84292,True,0.5388789612
opus_4_8_multi_target_trem2_rank05,opus_4_8_multi,0.6095247191011235,0.87736,True,1.061969908
opus_4_8_multi_target_trem2_rank06,opus_4_8_multi,0.5880505617977527,0.87232,True,38.0243350684
opus_4_8_multi_target_trem2_rank07,opus_4_8_multi,0.5822696629213483,0.8564400000000001,True,12.6305891615
opus_4_8_multi_target_trem2_rank08,opus_4_8_multi,0.6119303370786516,0.8789,True,2.3968374593
opus_4_8_multi_target_trem2_rank09,opus_4_8_multi,0.5873348314606743,0.7910999999999999,True,732.6201034311
opus_4_8_multi_target_trem2_rank10,opus_4_8_multi,0.5933842696629213,0.88566,True,38.4517779068
opus_4_8_multi_target_trem2_rank11,opus_4_8_multi,0.58388202247191,0.8615999999999999,True,3.9928584831
opus_4_8_multi_target_trem2_rank12,opus_4_8_multi,0.5248359550561797,0.69526,True,4.0144021695
opus_4_8_multi_target_trem2_rank13,opus_4_8_multi,0.5872134831460674,0.85096,True,0.5967691366
opus_4_8_multi_target_trem2_rank14,opus_4_8_multi,0.5851640449438202,0.7844599999999999,True,14.0103273567
opus_4_8_multi_target_trem2_rank15,opus_4_8_multi,0.6148640449438202,0.8810399999999999,True,0.9451168358
opus_4_8_multi_target_trem2_rank16,opus_4_8_multi,0.5242516853932584,0.69124,True,33.2981012709
opus_4_8_multi_target_trem2_rank17,opus_4_8_multi,0.5254696629213482,0.68466,True,23.1
opus_4_8_multi_target_trem2_rank18,opus_4_8_multi,0.5999269662921348,0.85206,True,0.161
opus_4_8_multi_target_trem2_rank19,opus_4_8_multi,0.6447797752808989,0.8544600000000001,False,
opus_4_8_multi_target_trem2_rank20,opus_4_8_multi,0.5931595505617977,0.7646799999999999,True,72.0
opus_4_8_multi_target_trem2_rank21,opus_4_8_multi,0.5919089887640449,0.8858,True,2.3168479325
opus_4_8_multi_target_trem2_rank22,opus_4_8_multi,0.5474932584269664,0.78112,False,
opus_4_8_multi_target_trem2_rank23,opus_4_8_multi,0.5290629213483146,0.6839400000000001,True,804.026798668
opus_4_8_multi_target_trem2_rank24,opus_4_8_multi,0.552061797752809,0.72836,True,1.3752074209
opus_4_8_multi_target_trem2_rank25,opus_4_8_multi,0.5702808988764045,0.81118,False,
opus_4_8_multi_target_trem2_rank26,opus_4_8_multi,0.5561662921348315,0.8023199999999999,True,500.0
opus_4_8_multi_target_trem2_rank27,opus_4_8_multi,0.5397483146067417,0.82168,False,
opus_4_8_multi_target_trem2_rank28,opus_4_8_multi,0.539338202247191,0.80246,False,
opus_4_8_multi_target_trem2_rank29,opus_4_8_multi,0.6552966292134831,0.8598000000000001,False,
opus_4_8_multi_target_trem2_rank30,opus_4_8_multi,0.519276404494382,0.65334,False,
